top-left-square_b,top-left-square_o,top-left-square_x,top-middle-square_b,top-middle-square_o,top-middle-square_x,top-right-square_b,top-right-square_o,top-right-square_x,middle-left-square_b,middle-left-square_o,middle-left-square_x,middle-middle-square_b,middle-middle-square_o,middle-middle-square_x,middle-right-square_b,middle-right-square_o,middle-right-square_x,bottom-left-square_b,bottom-left-square_o,bottom-left-square_x,bottom-middle-square_b,bottom-middle-square_o,bottom-middle-square_x,bottom-right-square_b,bottom-right-square_o,bottom-right-square_x,Class
False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,1
False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,1
False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,1
False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,1
False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,1
False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,1
False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,1
False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,1
False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,1
False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,True,False,False,1
False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,1
False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,1
False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,1
False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,1
False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,1
False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,1
False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,1
False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,1
False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,1
False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,1
False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,1
False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,1
False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,1
False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,1
False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,1
False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,1
False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,1
False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,1
False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,1
False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,1
False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,1
False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,1
False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,1
False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,1
False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,1
False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,1
False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,1
False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,1
False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,1
False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,1
False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False,1
False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,1
False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False,1
False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,1
False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,1
False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,1
False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,1
False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,1
False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,1
False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,1
False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,1
False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,1
False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,1
False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,1
False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,1
False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,1
False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,1
False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,1
False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,1
False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,1
False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,1
False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,1
False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,1
False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,1
False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,1
False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,1
False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,1
False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,1
False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,1
False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,1
False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False,1
False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,1
False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,1
False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,1
False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,1
False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,1
False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,1
False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,1
False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,1
False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,1
False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,1
False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,1
False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,1
False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,1
False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,1
False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,1
False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,1
False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,1
False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,1
False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,1
False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,1
False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,1
False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,1
False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,1
False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1
False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,1
False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,1
False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,1
False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,1
False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,1
False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,1
False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,1
False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,1
False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,1
False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,1
False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,1
False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,1
False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,1
False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,1
False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,1
False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,1
False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,1
False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,1
False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,1
False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,1
False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,1
False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,1
False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,1
False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,1
False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,1
False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,1
False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,1
False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,1
False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,1
False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,1
False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,1
False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,1
False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,1
False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,1
False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,1
False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,1
False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,1
False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,1
False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,1
False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,1
False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,1
False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,1
False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,1
False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,1
False,True,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,1
False,True,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,1
False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,1
False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,1
False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,1
False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,1
False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,1
False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,1
False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,1
False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1
False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,1
False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,1
False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,1
False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,1
False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,1
False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,1
False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,1
False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,1
False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,1
False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,1
False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,1
False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,1
False,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,1
False,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,1
False,True,False,False,True,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,1
False,True,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,1
False,True,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,1
False,True,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,1
False,True,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,1
False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,1
False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,1
False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,1
False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,1
False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,1
False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,1
False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,1
False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,1
False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,1
False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,1
False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,1
False,True,False,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,1
False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1
False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,1
False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,False,1
False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,1
False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,True,False,1
False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,1
False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False,1
False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,1
False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,1
False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,1
False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,1
False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,1
False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,1
False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,1
False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,1
False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,1
False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,1
False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,1
False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,1
False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,1
False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,1
False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,1
False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,1
False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,1
False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,1
False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,1
False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,1
False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,1
False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,1
False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,1
False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,1
False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,1
False,True,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,1
False,True,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,1
False,True,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,1
False,True,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,1
False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,1
False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,1
False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,1
False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,1
False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,True,False,False,1
False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,True,1
False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,True,False,1
False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,False,True,1
False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,1
False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,1
False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,1
False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,1
False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,1
False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,1
False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1
False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,1
False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,1
False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,1
False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,1
False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,1
False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,1
False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,1
False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,1
False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,1
False,True,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,1
False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,1
False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,1
False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,1
True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,1
